,index,name,location,year,millage,fuel_type,gears,owners,mpg,engine_size,power,seats,new_price,sale_price,wear_factor
4237,4237,Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.78 Lakh,2.99,0.05097032337920819
4238,4238,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,31006,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.61,0.0682338686072098
4239,4239,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,8.25,0.0583182867920541
4240,4240,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2015,43000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,12.5,0.02867447336479617
4241,4241,Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,,5.5,0.08569316908000749
4242,4242,Honda Brio S MT,Coimbatore,2014,28637,unknown,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,5.53,0.09715508113055972
4243,4243,Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,,Second,14.2 kmpl,1597 CC,92 bhp,5.0,,1.1,0.05074161723713425
4244,4244,Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,2014,84000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7.0,,6.85,0.09085903011643877
4245,4245,Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5.0,,17.09,0.08129731765332424
4246,4246,Mahindra Scorpio SLE BSIV,Delhi,2012,77000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,4.93,0.07864780090992213
4247,4247,Land Rover Freelander 2 SE,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5.0,,17.5,0.06654790868312549
4248,4248,Chevrolet Beat LS,Delhi,2011,76155,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,,1.95,0.016951547202653454
4249,4249,Maruti Swift ZDi,Bangalore,2014,98000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,6.1,0.034247280944621185
4250,4250,Toyota Corolla H2,Mumbai,2008,48233,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5.0,,1.8,0.06499669663230724
4251,4251,Audi Q5 3.0 TDI Quattro,Bangalore,2015,63000,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,,34.5,0.09826959276365427
4252,4252,Hyundai EON Era Plus,Coimbatore,2015,34063,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,4.01,0.0595855793180555
4253,4253,Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5.0,7.36 Lakh,3.15,0.03380301371047001
4254,4254,Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,2015,28843,Petrol,Automatic,First,17.01 kmpl,1499 CC,110.5 bhp,5.0,,5.49,0.009061246809477914
4255,4255,Renault Duster 110PS Diesel RxL AMT,Bangalore,2016,26000,Diesel,Automatic,Second,19.6 kmpl,1461 CC,108.45 bhp,5.0,,10.0,0.006800690835436081
4256,4256,Honda City V AT,Kolkata,2013,39000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,4.55,0.03188804861414502
4257,4257,Maruti Alto LXi,Mumbai,2010,66000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5,0.05463314342972299
4258,4258,Hyundai i10 Magna 1.2,Kolkata,2011,38002,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.15,0.10577452840413215
4259,4259,Chevrolet Spark 1.0 LS,Chennai,2010,49000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5.0,,1.4,0.098756925057532
4260,4260,Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.6 bhp,5.0,,6.2,0.05194429666334123
4261,4261,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2013,56500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,19.8,0.08594216857358117
4262,4262,Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,5.6,0.04222421364657065
4263,4263,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,26000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,9.5,0.008295658327149666
4264,4264,Chevrolet Beat LS,Delhi,2012,56000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,,2.21,0.05319031631552417
4265,4265,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5.0,4.04 Lakh,3.31,0.08073450931765308
4266,4266,Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,5.44,0.0674085316310952
4267,4267,Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,Petrol,Automatic,First,10.0 kmpl,2496 CC,157.7 bhp,5.0,,7.56,0.054145684017097295
4268,4268,Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,3.2,0.07719269192787419
4269,4269,Maruti Celerio ZXI,Kochi,2018,31396,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,5.53,0.0196267064584352
4270,4270,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,79000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,17.0,0.03633571279327647
4271,4271,Honda City 1.5 V AT,Delhi,2010,62000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3.55,0.08251332630447583
4272,4272,Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0 kmpl,2997 CC,218 bhp,5.0,,2.65,0.032267598177622515
4273,4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.36 Lakh,17.85,0.05762289739749693
4274,4274,Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,2010,124313,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,7.96,0.020588971722957393
4275,4275,Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25,0.10193056854938276
4276,4276,Maruti Ertiga VDI,Kolkata,2014,45617,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,5.85,0.015012700213284278
4277,4277,Mercedes-Benz A Class A180 CDI,Mumbai,1804,37000,unknown,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5.0,,13.0,0.005720326530488314
4278,4278,Mahindra Xylo E2,Kochi,2010,109147,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,,2.65,0.10276573862688668
4279,4279,Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.75,0.0446284681868699
4280,4280,Renault KWID RXT,Pune,2015,28000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,2.65,0.1010074750932874
4281,4281,Renault KWID RXT,Pune,2017,4700,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.0,0.008736987522858161
4282,4282,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,72469,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,32.52,0.03484540930532651
4283,4283,Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.75,0.05469664194327316
4284,4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,unknown,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.55 Lakh,19.6,0.031212568580325548
4285,4285,Hyundai i20 Sportz Option,Delhi,2010,62489,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.6,0.10261030404327987
4286,4286,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51167,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.76,0.013563305610063105
4287,4287,Volkswagen Vento Diesel Trendline,Chennai,2012,130000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.75,0.06920582250182856
4288,4288,Honda City ZX GXi,Mumbai,2007,63000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,,1.75,0.015803505885368267
4289,4289,Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,,3.95,0.0736629421395085
4290,4290,Hyundai Accent GLE,Pune,2005,123200,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,1.0,0.029123009045730407
4291,4291,Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,,4.5,0.06531231921493426
4292,4292,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5.0,,17.23,0.08951712991405802
4293,4293,Hyundai i20 Sportz 1.2,Kochi,2015,40901,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.76,0.06316315739031905
4294,4294,Hyundai i10 Magna 1.2,Coimbatore,2013,36264,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.32,0.07393959306924959
4295,4295,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.9,0.025552485686121132
4296,4296,Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,2018,20000,Petrol,Manual,First,17.0 kmpl,1198 CC,74 bhp,5.0,,5.5,0.01847511048615221
4297,4297,Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5.0,,13.5,0.10649044422660124
4298,4298,Mahindra XUV500 W8 2WD,Bangalore,2013,71231,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,9.75,0.07545971139806372
4299,4299,Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,9.44,0.075373692132765
4300,4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,6.14 Lakh,4.45,0.01686507986517661
4301,4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.96 Lakh,8.85,0.025248782535482947
4302,4302,Hyundai Santro Xing GL,Delhi,2012,61449,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,,2.15,0.0987824560752496
4303,4303,Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.89,0.063347451330569
4304,4304,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,62000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,6.25,0.06877140443131825
4305,4305,Maruti Swift ZDi,Chennai,2012,65060,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.8,0.020477544004972235
4306,4306,Hyundai i10 Era 1.1,Jaipur,2008,82203,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.8,0.04639981937207088
4307,4307,Mahindra XUV500 W8 2WD,Kolkata,2013,44000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,7.25,0.07931383653755263
4308,4308,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.44 Lakh,7.56,0.07577103497402572
4309,4309,Mahindra XUV500 W8 2WD,Kochi,2013,61591,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,6.82,0.07765320045067632
4310,4310,Tata Manza Aura Quadrajet BS IV,Jaipur,2011,86500,Diesel,Manual,Second,21.12 kmpl,1248 CC,88.8 bhp,5.0,,1.8,0.014110752942836988
4311,4311,Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.5,0.08099815992146635
4312,4312,Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5.0,,2.8,0.02654710985080625
4313,4313,Maruti Wagon R AMT VXI,Hyderabad,2016,35000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,5.5,0.09360289656891857
4314,4314,Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,67.06 bhp,5.0,,2.7,0.05182410723124667
4315,4315,Ford Figo Diesel ZXI,Jaipur,2014,59327,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,3.25,0.028852152637831033
4316,4316,Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,10.9,0.03196971549733844
4317,4317,Hyundai i20 1.2 Magna,Kochi,2014,44612,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,4.07,0.04650881933955236
4318,4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,24.63 Lakh,18.0,0.0847892514774914
4319,4319,Honda Brio V MT,Mumbai,2012,54000,unknown,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2.95,0.03053515110142592
4320,4320,Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,7.5,0.0226104270302427
4321,4321,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,65405,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,32.73,0.06515460214536359
4322,4322,Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,2015,36000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.7 bhp,7.0,,21.5,0.10276360936810033
4323,4323,Maruti SX4 ZXI MT BSIV,Pune,2008,85000,Petrol,Manual,First,16.51 kmpl,1586 CC,103.2 bhp,5.0,,2.5,0.10056060043354889
4324,4324,Honda Jazz 1.5 V i DTEC,Ahmedabad,2016,35000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,5.5,0.09076114758268922
4325,4325,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,7.5,0.024807028070399022
4326,4326,Honda City ZX VTEC,Mumbai,2007,70000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,5.0,,1.55,0.0968052547546294
4327,4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,50.26 Lakh,29.0,0.10005889138301144
4328,4328,Maruti Swift DDiS VDI,Coimbatore,2019,41075,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,8.4,0.010864696572160996
4329,4329,Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,,6.5,0.09219617675113793
4330,4330,Honda Jazz Mode,Mumbai,2010,55000,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5.0,,2.35,0.056184131103435814
4331,4331,Maruti Swift ZXI,Mumbai,2016,19000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.55,0.09628221746234819
4332,4332,Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.35,0.05584555616632111
4333,4333,Honda Amaze SX i-VTEC,Chennai,2016,37000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,5.25,0.05858367898175944
4334,4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.45 Lakh,5.87,0.042954502094035445
4335,4335,Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.36,0.015367947826172942
4336,4336,Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.75,0.09464110486840355
4337,4337,Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,,5.41,0.09673592821692913
4338,4338,Hyundai i20 1.2 Magna,Bangalore,2010,52000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.65,0.04692700424226977
4339,4339,Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,5.25,0.10123759746953061
4340,4340,Honda City i VTEC VX,Kolkata,2014,39000,Petrol,,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.25,0.10418119655952096
4341,4341,Tata Nano XT,Coimbatore,2017,14149,Petrol,Manual,First,23.9 kmpl,624 CC,37.48 bhp,4.0,,3.47,0.04844454390098169
4342,4342,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2006,103000,Petrol,Automatic,First,10.13 kmpl,3498 CC,364.9 bhp,5.0,,8.85,0.11316183672827942
4343,4343,Maruti Wagon R LXI BSIII,Pune,2004,82000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5.0,,0.85,0.025904746814255395
4344,4344,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,34000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,13.65,0.0557900958027251
4345,4345,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,45180,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,50.22,0.059591403522776185
4346,4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,8.16 Lakh,7.75,0.047797832508996475
4347,4347,Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,2011,82321,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,10.05,0.11089878336199895
4348,4348,BMW 3 Series 320i Sedan,Kolkata,2011,7000,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5.0,,9.75,0.05003897756263172
4349,4349,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,27000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,23.0,0.05376999607906754
4350,4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,24.01 Lakh,21.42,0.06731164452190758
4351,4351,Maruti Esteem LX BSII,Jaipur,2003,55000,Petrol,Manual,Third,15.9 kmpl,1298 CC,null bhp,5.0,,0.7,0.008900515949335948
4352,4352,Maruti Swift VDI BSIV,Delhi,2014,24000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.21,0.03766937071647
4353,4353,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2009,147000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,7.5,0.09435611125152285
4354,4354,Toyota Etios Liva GD,Delhi,2012,72351,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5.0,,2.65,0.03763325652355545
4355,4355,Chevrolet Beat LT,Chennai,2010,115000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,,1.75,0.09056438561148275
4356,4356,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,82000,Diesel,Manual,Second,13.8 kmpl,1399 CC,68 bhp,5.0,,1.0,0.10900142763936418
4357,4357,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2016,20000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,33.0,0.03875495313215829
4358,4358,Toyota Etios G,Kolkata,2011,45560,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,2.2,0.04032198884888709
4359,4359,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.83,0.02262704637226776
4360,4360,BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4.0,,68.94,0.01890291853756185
4361,4361,Skoda Rapid 1.5 TDI Ambition,Mumbai,1804,54500,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5.0,13.72 Lakh,4.1,0.07730242798846446
4362,4362,Hyundai EON Magna,Jaipur,2016,27886,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5.0,,2.85,0.07417145426196647
4363,4363,Honda CR-V 2.4L 4WD AT,Mumbai,2007,66000,Petrol,Automatic,First,11.1 kmpl,2354 CC,158.8 bhp,5.0,,3.7,0.06695375894613789
4364,4364,Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,,9.06,0.11095696969116922
4365,4365,Skoda Laura RS,Delhi,2011,70000,Petrol,Manual,Second,13.4 kmpl,1798 CC,157.8 bhp,5.0,,4.75,0.10459624935569498
4366,4366,Honda City i DTec S,Jaipur,2015,78233,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.6,0.028555327708528734
4367,4367,Tata New Safari 4X4 EX,Chennai,2007,120203,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7.0,,3.5,0.031117274869762818
4368,4368,Maruti Zen Estilo LXI BS IV,Pune,2011,20575,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5.0,,2.0,0.016271085907017903
4369,4369,Honda Amaze S i-VTEC,Mumbai,2013,39879,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,3.89,0.0969474461873846
4370,4370,Renault KWID 1.0 RXL,Jaipur,2017,31056,Petrol,Manual,First,23.01 kmpl,999 CC,67 bhp,5.0,,3.6,0.08533317967646017
4371,4371,Maruti Ciaz AT ZXi,Mumbai,2015,50940,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,6.95,0.01416012994379753
4372,4372,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,99362,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.03,0.018446019329880416
4373,4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.14 Lakh,16.5,0.029993225444596597
4374,4374,Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.67,0.1041124479665861
4375,4375,Jaguar XF Diesel,Coimbatore,2012,94521,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,23.19,0.025056090795813973
4376,4376,Hyundai Xcent 1.2 Kappa S,Kochi,2017,38932,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,6.21,0.08097558797521988
4377,4377,Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,16.12 kmpl,2967 CC,245 bhp,5.0,,45.82,0.10711278148877942
4378,4378,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,29000,Diesel,,First,24.4 kmpl,1120 CC,71 bhp,5.0,,5.95,0.036269671217654564
4379,4379,Audi A4 2.0 TDI Multitronic,Delhi,2011,58000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,11.0,0.0876896147362506
4380,4380,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,7.19,0.08608725176928726
4381,4381,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,6.4,0.10690321619993816
4382,4382,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2015,26000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,,26.0,0.08439524560102368
4383,4383,Hyundai i10 Sportz,Hyderabad,2016,19947,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.5,0.004798558014456911
4384,4384,Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.1,0.07005481113293374
4385,4385,Maruti Baleno Zeta 1.3,Delhi,2015,54000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,5.95,0.015365709609508418
4386,4386,Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,,1.2,0.0979911635076878
4387,4387,BMW 7 Series 730Ld,Chennai,2014,35000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,52.0,0.07815944439607135
4388,4388,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,48.0,0.02911321368943624
4389,4389,BMW X5 xDrive 30d,Hyderabad,2011,124652,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5.0,,21.99,0.0832717670778403
4390,4390,Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,4.3,0.03844539781451776
4391,4391,Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,3.75,0.04654311407785842
4392,4392,Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,49000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,8.95,0.0479544064530969
4393,4393,Toyota Etios VXD,Pune,2012,111000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5.0,,4.75,0.09016938212686246
4394,4394,Toyota Corolla Altis GL MT,Coimbatore,2016,33690,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,14.6,0.0703323271878501
